Date,Country,Sentiment
2020-12-30,Canada,-0.43832106770894036
2022-12-21,UAE,1.397374375932622
2025-09-16,Canada,0.057395266513578777
2020-04-30,UAE,-0.34049624601781958
2021-02-16,Canada,-0.54230331131305332
2024-11-08,USA,-0.44536923816897278
2021-11-10,China,0.43650387103955252
2022-05-26,Russia,-2.1395021181771749
2020-08-09,USA,-1.8181999584978914
2023-05-15,Iraq,-0.70583447766909713
2023-04-11,Saudi Arabia,0.4563982254420173
2023-04-10,Russia,-1.9894275965198396
2021-12-04,Iraq,-2.419653801423157
2021-12-11,Canada,-0.47583481387739512
2024-01-02,UAE,1.4249637847600614
2024-03-11,Saudi Arabia,0.843359929352931
2020-11-19,Iraq,-2.5866346642058069
2022-10-05,Canada,-0.029877710684892745
2022-10-18,Saudi Arabia,0.93027137114645
2021-07-15,Iraq,-2.2072573911573716
2022-06-23,Canada,-0.14422453163532822
2020-05-24,Saudi Arabia,-1.1028119115383821
2021-03-17,Saudi Arabia,-0.25039937774137405
2022-11-29,Iraq,-1.8937506709067373
2021-01-04,USA,-1.3526842895995637
2021-08-29,China,0.76752413351182547
2023-06-05,China,1.2006750424199752
2023-06-09,UAE,1.4881971211760869
2021-11-22,USA,-0.944095501390556
2023-09-01,USA,-0.89201317968045468
2022-07-15,Canada,-0.52481693692247289
2021-09-19,UAE,1.3227965723890189
2023-12-11,UAE,0.51304848151347127
2020-11-08,USA,-0.18918296132337975
2025-12-22,USA,-0.77040725207739547
2023-07-26,Saudi Arabia,0.3914395400892382
2021-04-10,Iraq,-1.222600918631463
2021-04-16,Iraq,-2.1695155180033772
2022-09-14,Russia,-1.9781718110856943
2023-06-04,China,0.38853263534909044
2023-12-31,UAE,1.2849568574630512
2026-01-03,Saudi Arabia,-0.61093597089812934
2022-02-16,Saudi Arabia,0.19722006500408193
2020-02-23,China,-2.1509790552777743
2022-08-30,Saudi Arabia,0.1583648246588765
2020-02-10,USA,-0.079739232604753241
2024-07-12,Iraq,-1.3781442732794631
2021-03-30,Russia,-1.5623102168419838
2021-01-18,Saudi Arabia,-0.68742343780997428
2025-01-17,Canada,-0.21575268492113947
2024-09-20,USA,-1.0515891303950475
2025-08-23,USA,-1.3999602237447932
2024-04-23,Canada,-0.052737583287017213
